"CODI_PROVINCIA","PROVINCIA","CODI_MUNICIPI","MUNICIPI","ESTACIO","CODI_CONTAMINANT","ANY","MES","DIA","H01","V01","H02","V02","H03","V03","H04","V04","H05","V05","H06","V06","H07","V07","H08","V08","H09","V09","H10","V10","H11","V11","H12","V12","H13","V13","H14","V14","H15","V15","H16","V16","H17","V17","H18","V18","H19","V19","H20","V20","H21","V21","H22","V22","H23","V23","H24","V24"
8,"Barcelona",19,"Barcelona",57,14,2021,4,6,75.0,"V",61.0,"V",46.0,"V",45.0,"V",45.0,"V",43.0,"V",62.0,"V",60.0,"V",58.0,"V",59.0,"V",59.0,"V",58.0,"V",65.0,"V",72.0,"V",80.0,"V",86.0,"V",86.0,"V",83.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",54,14,2021,4,3,84.0,"V",65.0,"V",69.0,"V",62.0,"V",52.0,"V",48.0,"V",30.0,"V",31.0,"V",20.0,"V",44.0,"V",81.0,"V",74.0,"V",89.0,"V",104.0,"V",108.0,"V",110.0,"V",116.0,"V",119.0,"V",119.0,"V",118.0,"V",117.0,"V",93.0,"V",97.0,"V",86.0,"V"
8,"Barcelona",19,"Barcelona",54,14,2021,4,4,88.0,"V",75.0,"V",77.0,"V",82.0,"V",61.0,"V",56.0,"V",62.0,"V",57.0,"V",70.0,"V",74.0,"V",67.0,"V",72.0,"V",75.0,"V",80.0,"V",88.0,"V",90.0,"V",94.0,"V",96.0,"V",95.0,"V",95.0,"V",87.0,"V",66.0,"V",51.0,"V",69.0,"V"
8,"Barcelona",19,"Barcelona",54,14,2021,4,5,63.0,"V",62.0,"V",58.0,"V",59.0,"V",71.0,"V",62.0,"V",77.0,"V",75.0,"V",78.0,"V",78.0,"V",78.0,"V",62.0,"V",89.0,"V",105.0,"V",109.0,"V",105.0,"V",103.0,"V",101.0,"V",99.0,"V",95.0,"V",86.0,"V",97.0,"V",92.0,"V",87.0,"V"
8,"Barcelona",19,"Barcelona",54,14,2021,4,6,74.0,"V",45.0,"V",41.0,"V",47.0,"V",51.0,"V",44.0,"V",58.0,"V",59.0,"V",55.0,"V",51.0,"V",46.0,"V",56.0,"V",76.0,"V",88.0,"V","","N","","N",96.0,"V",92.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,10,2021,4,3,23.0,"V",19.0,"V",20.0,"V",22.0,"V",21.0,"V",21.0,"V",22.0,"V",24.0,"V",36.0,"V",44.0,"V",53.0,"V",58.0,"V",56.0,"V",46.0,"V",42.0,"V",51.0,"V",52.0,"V",48.0,"V",44.0,"V",35.0,"V",35.0,"V",28.0,"V",39.0,"V",32.0,"V"
8,"Barcelona",19,"Barcelona",43,10,2021,4,4,30.0,"V",30.0,"V",29.0,"V",26.0,"V",24.0,"V",25.0,"V",28.0,"V",31.0,"V",37.0,"V",30.0,"V",34.0,"V",38.0,"V",37.0,"V",34.0,"V",44.0,"V",38.0,"V",29.0,"V",29.0,"V",32.0,"V",40.0,"V",47.0,"V",52.0,"V",46.0,"V",35.0,"V"
8,"Barcelona",19,"Barcelona",43,10,2021,4,5,27.0,"V",19.0,"V",18.0,"V",20.0,"V",17.0,"V",23.0,"V",27.0,"V",27.0,"V",34.0,"V",32.0,"V",36.0,"V",44.0,"V",41.0,"V",48.0,"V",44.0,"V",55.0,"V",52.0,"V",55.0,"V",62.0,"V",61.0,"V",52.0,"V",47.0,"V",39.0,"V",34.0,"V"
8,"Barcelona",19,"Barcelona",43,10,2021,4,6,32.0,"V",32.0,"V",28.0,"V",25.0,"V",25.0,"V",25.0,"V",30.0,"V",32.0,"V",38.0,"V",46.0,"V",48.0,"V",51.0,"V",49.0,"V",43.0,"V",43.0,"V",47.0,"V",51.0,"V",81.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",44,10,2021,4,3,22.0,"V",17.0,"V",13.0,"V",25.0,"V",18.0,"V",21.0,"V",19.0,"V",20.0,"V",22.0,"V",28.0,"V",41.0,"V",41.0,"V",30.0,"V",23.0,"V",23.0,"V",21.0,"V",21.0,"V",23.0,"V",42.0,"V",25.0,"V",23.0,"V",17.0,"V",28.0,"V",24.0,"V"
8,"Barcelona",19,"Barcelona",44,10,2021,4,4,27.0,"V",30.0,"V",26.0,"V",18.0,"V",19.0,"V",21.0,"V",25.0,"V",23.0,"V",23.0,"V",27.0,"V",26.0,"V",30.0,"V",25.0,"V",18.0,"V",21.0,"V",19.0,"V",20.0,"V",24.0,"V",21.0,"V",14.0,"V",21.0,"V",27.0,"V",28.0,"V",16.0,"V"
8,"Barcelona",19,"Barcelona",44,10,2021,4,5,15.0,"V",15.0,"V",15.0,"V",23.0,"V",25.0,"V",25.0,"V",25.0,"V",20.0,"V",24.0,"V",27.0,"V",31.0,"V",37.0,"V",28.0,"V",35.0,"V",19.0,"V",22.0,"V",24.0,"V",34.0,"V",36.0,"V",42.0,"V",33.0,"V",17.0,"V",24.0,"V",35.0,"V"
8,"Barcelona",19,"Barcelona",44,10,2021,4,6,32.0,"V",26.0,"V",20.0,"V",20.0,"V",24.0,"V",20.0,"V",21.0,"V",3.0,"V",20.0,"V",40.0,"V",45.0,"V",45.0,"V",37.0,"V",29.0,"V",29.0,"V",30.0,"V",37.0,"V",38.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",58,10,2021,4,3,13.0,"V",15.0,"V",14.0,"V",15.0,"V",16.0,"V",22.0,"V",20.0,"V",21.0,"V",19.0,"V",19.0,"V",17.0,"V",20.0,"V",39.0,"V",31.0,"V",35.0,"V",42.0,"V",45.0,"V",32.0,"V",40.0,"V",29.0,"V",26.0,"V",17.0,"V",24.0,"V",25.0,"V"
8,"Barcelona",19,"Barcelona",58,10,2021,4,4,28.0,"V",33.0,"V",28.0,"V",25.0,"V",23.0,"V",24.0,"V",25.0,"V",28.0,"V",23.0,"V",22.0,"V",28.0,"V",35.0,"V",35.0,"V",30.0,"V",24.0,"V",24.0,"V",22.0,"V",22.0,"V",28.0,"V",26.0,"V",24.0,"V",16.0,"V",16.0,"V",16.0,"V"
8,"Barcelona",19,"Barcelona",58,10,2021,4,5,15.0,"V",16.0,"V",20.0,"V",15.0,"V",16.0,"V",19.0,"V",22.0,"V",22.0,"V",24.0,"V",26.0,"V",29.0,"V",32.0,"V",33.0,"V",39.0,"V",33.0,"V",50.0,"V",37.0,"V",39.0,"V",34.0,"V",40.0,"V",21.0,"V",19.0,"V",21.0,"V",22.0,"V"
8,"Barcelona",19,"Barcelona",58,10,2021,4,6,27.0,"V",27.0,"V",26.0,"V",21.0,"V",10.0,"V",17.0,"V",19.0,"V",22.0,"V",27.0,"V",39.0,"V",30.0,"V",38.0,"V",41.0,"V",31.0,"V",31.0,"V",31.0,"V",32.0,"V",32.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",57,10,2021,4,3,18.0,"V",14.0,"V",14.0,"V",25.0,"V",21.0,"V",15.0,"V",21.0,"V",21.0,"V",23.0,"V",21.0,"V",25.0,"V",22.0,"V",24.0,"V",22.0,"V",26.0,"V",24.0,"V",22.0,"V",31.0,"V",40.0,"V",22.0,"V",20.0,"V",16.0,"V",26.0,"V",28.0,"V"
8,"Barcelona",19,"Barcelona",57,10,2021,4,4,27.0,"V",25.0,"V",26.0,"V",24.0,"V",20.0,"V",16.0,"V",23.0,"V",21.0,"V",23.0,"V",19.0,"V",28.0,"V",36.0,"V",28.0,"V",19.0,"V",23.0,"V",21.0,"V",19.0,"V",21.0,"V",25.0,"V",20.0,"V",29.0,"V",19.0,"V",13.0,"V",15.0,"V"
8,"Barcelona",19,"Barcelona",57,10,2021,4,5,14.0,"V",12.0,"V",21.0,"V",17.0,"V",17.0,"V",24.0,"V",20.0,"V",20.0,"V",17.0,"V",24.0,"V",25.0,"V",26.0,"V",29.0,"V",32.0,"V",21.0,"V",35.0,"V",25.0,"V",36.0,"V",38.0,"V",33.0,"V",31.0,"V",13.0,"V",33.0,"V",33.0,"V"
8,"Barcelona",19,"Barcelona",57,10,2021,4,6,29.0,"V",18.0,"V",17.0,"V",23.0,"V",22.0,"V",18.0,"V",7.0,"V",16.0,"V",24.0,"V",34.0,"V",51.0,"V",38.0,"V",33.0,"V",30.0,"V",28.0,"V",30.0,"V",33.0,"V",33.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",4,10,2021,4,3,18.0,"V",18.0,"V",7.0,"V",21.0,"V",25.0,"V",26.0,"V",26.0,"V",39.0,"V",45.0,"V",41.0,"V",45.0,"V",70.0,"V",56.0,"V",66.0,"V",63.0,"V",52.0,"V",49.0,"V",38.0,"V",29.0,"V",27.0,"V",24.0,"V",26.0,"V",23.0,"V",31.0,"V"
8,"Barcelona",19,"Barcelona",4,10,2021,4,4,29.0,"V",25.0,"V",24.0,"V",22.0,"V",19.0,"V",29.0,"V",26.0,"V",25.0,"V",31.0,"V",29.0,"V",28.0,"V",33.0,"V",22.0,"V",30.0,"V",31.0,"V",22.0,"V",24.0,"V",36.0,"V",36.0,"V",38.0,"V",56.0,"V",42.0,"V",41.0,"V",28.0,"V"
8,"Barcelona",19,"Barcelona",4,10,2021,4,5,28.0,"V",29.0,"V",30.0,"V",26.0,"V",24.0,"V",25.0,"V",24.0,"V",24.0,"V",28.0,"V",28.0,"V",37.0,"V",45.0,"V",49.0,"V",55.0,"V",36.0,"V",39.0,"V",45.0,"V",53.0,"V",68.0,"V",61.0,"V",43.0,"V",37.0,"V",33.0,"V",34.0,"V"
8,"Barcelona",19,"Barcelona",4,10,2021,4,6,33.0,"V",32.0,"V",24.0,"V",28.0,"V",30.0,"V",26.0,"V",26.0,"V",58.0,"V",51.0,"V",58.0,"V",54.0,"V",71.0,"V",55.0,"V",46.0,"V",33.0,"V",34.0,"V",54.0,"V",77.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",54,10,2021,4,3,26.0,"V",17.0,"V",6.0,"V",15.0,"V",17.0,"V",18.0,"V",20.0,"V",19.0,"V",19.0,"V",25.0,"V",23.0,"V",11.0,"V",31.0,"V",24.0,"V",25.0,"V",29.0,"V",27.0,"V",29.0,"V",42.0,"V",26.0,"V",17.0,"V",22.0,"V",21.0,"V",25.0,"V"
8,"Barcelona",19,"Barcelona",54,10,2021,4,4,23.0,"V",34.0,"V",23.0,"V",20.0,"V",20.0,"V",29.0,"V",15.0,"V",22.0,"V",25.0,"V",17.0,"V",26.0,"V",30.0,"V",29.0,"V",25.0,"V",27.0,"V",20.0,"V",21.0,"V",20.0,"V",20.0,"V",19.0,"V",33.0,"V",21.0,"V",22.0,"V",20.0,"V"
8,"Barcelona",19,"Barcelona",54,10,2021,4,5,25.0,"V",14.0,"V",21.0,"V",26.0,"V",19.0,"V",24.0,"V",14.0,"V",17.0,"V",34.0,"V",28.0,"V",23.0,"V",34.0,"V",30.0,"V",29.0,"V",32.0,"V",49.0,"V",55.0,"V",43.0,"V",42.0,"V",44.0,"V",32.0,"V",16.0,"V",25.0,"V",24.0,"V"
8,"Barcelona",19,"Barcelona",54,10,2021,4,6,17.0,"V",16.0,"V",25.0,"V",24.0,"V",29.0,"V",19.0,"V",8.0,"V",17.0,"V",27.0,"V",26.0,"V",31.0,"V",44.0,"V",60.0,"V","","N","","N","","N","","N",19.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,1,2021,4,3,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V",3.0,"V",3.0,"V",2.0,"V",2.0,"V",2.0,"V",3.0,"V",3.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",43,1,2021,4,4,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",1.0,"V",2.0,"V",1.0,"V",2.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",43,1,2021,4,5,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",3.0,"V",4.0,"V",3.0,"V",3.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",43,1,2021,4,6,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",44,1,2021,4,3,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",44,1,2021,4,4,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",44,1,2021,4,5,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",3.0,"V",3.0,"V",3.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",44,1,2021,4,6,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",57,1,2021,4,3,2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",3.0,"V",3.0,"V",4.0,"V",3.0,"V",1.0,"V",2.0,"V",2.0,"V",2.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",57,1,2021,4,4,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V",2.0,"V",3.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",1.0,"V",2.0,"V"
8,"Barcelona",19,"Barcelona",57,1,2021,4,5,1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",3.0,"V",3.0,"V",3.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V"
8,"Barcelona",19,"Barcelona",57,1,2021,4,6,1.0,"V",1.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V",1.0,"V",1.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V",2.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",54,1,2021,4,3,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",54,1,2021,4,4,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",54,1,2021,4,5,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V"
8,"Barcelona",19,"Barcelona",54,1,2021,4,6,1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V",1.0,"V","","N","","N",1.0,"V",1.0,"V",1.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,22,2021,4,3,556.0,"V",574.0,"V",891.0,"V",1096.0,"V",1405.0,"V",1269.0,"V",1801.0,"V",3255.0,"V",3298.0,"V",4014.0,"V",4071.0,"V",4190.0,"V",1358.0,"V",1232.0,"V",885.0,"V",834.0,"V",813.0,"V",1236.0,"V",1460.0,"V",1741.0,"V",1203.0,"V",1592.0,"V",1081.0,"V",883.0,"V"
8,"Barcelona",19,"Barcelona",43,22,2021,4,4,859.0,"V",848.0,"V",1281.0,"V",873.0,"V",602.0,"V",686.0,"V",1056.0,"V",934.0,"V",855.0,"V",776.0,"V",1403.0,"V",1604.0,"V",1767.0,"V",1730.0,"V",1186.0,"V",1349.0,"V",1047.0,"V",1019.0,"V",1096.0,"V",952.0,"V",804.0,"V",1164.0,"V",1421.0,"V",1021.0,"V"
8,"Barcelona",19,"Barcelona",43,22,2021,4,5,1316.0,"V",640.0,"V",523.0,"V",483.0,"V",402.0,"V",1027.0,"V",837.0,"V",1418.0,"V",1748.0,"V",941.0,"V",2263.0,"V",2274.0,"V",1099.0,"V",1025.0,"V",1141.0,"V",652.0,"V",596.0,"V",846.0,"V",928.0,"V",903.0,"V",1340.0,"V",1339.0,"V",916.0,"V",642.0,"V"
8,"Barcelona",19,"Barcelona",43,22,2021,4,6,678.0,"V",3771.0,"V",884.0,"V",1049.0,"V",827.0,"V",1054.0,"V",1942.0,"V",2764.0,"V",2315.0,"V",2200.0,"V",2302.0,"V",1729.0,"V",1558.0,"V",1703.0,"V",2728.0,"V",1213.0,"V",1373.0,"V",1551.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,999,2021,4,3,24.9,"V",26.8,"V",22.8,"V",19.3,"V",18.3,"V",18.9,"V",15.9,"V",15.5,"V",14.2,"V",13.3,"V",14.9,"V",15.2,"V",18.9,"V",21.7,"V",22.8,"V",23.5,"V",26.1,"V",18.2,"V",17.9,"V",18.5,"V",18.1,"V",16.6,"V",20.4,"V",20.8,"V"
8,"Barcelona",19,"Barcelona",43,999,2021,4,4,22.5,"V",22.7,"V",18.6,"V",20.9,"V",20.9,"V",20.3,"V",23.4,"V",25.0,"V",25.3,"V",22.8,"V",18.6,"V",17.7,"V",13.9,"V",17.1,"V",18.9,"V",16.0,"V",18.6,"V",19.9,"V",18.2,"V",17.7,"V",20.5,"V",21.5,"V",19.9,"V",17.9,"V"
8,"Barcelona",19,"Barcelona",43,999,2021,4,5,21.3,"V",24.3,"V",29.9,"V",29.8,"V",30.3,"V",24.4,"V",23.4,"V",18.2,"V",18.2,"V",18.8,"V",18.2,"V",16.2,"V",21.9,"V",19.2,"V",18.4,"V",21.3,"V",21.4,"V",20.1,"V",20.4,"V",18.1,"V",18.1,"V",17.4,"V",20.7,"V",22.4,"V"
8,"Barcelona",19,"Barcelona",43,999,2021,4,6,19.4,"V",0.3,"V",9.3,"V",10.3,"V",12.4,"V",15.1,"V",11.5,"V",12.9,"V",15.6,"V",15.0,"V",13.8,"V",13.8,"V",13.4,"V",15.2,"V",12.1,"V",12.8,"V",14.0,"V",13.0,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,997,2021,4,3,3825.9,"V",3823.6,"V",3816.3,"V",3813.2,"V",3813.0,"V",3813.0,"V",3811.4,"V",3803.2,"V",3817.4,"V",3813.8,"V",3812.2,"V",3802.7,"V",3800.0,"V",3799.9,"V",3794.3,"V",3787.5,"V",3787.0,"V",3832.6,"V",3826.0,"V",3826.0,"V",3826.0,"V",3825.5,"V",3819.7,"V",3814.4,"V"
8,"Barcelona",19,"Barcelona",43,997,2021,4,4,3813.0,"V",3813.0,"V",3813.0,"V",3812.9,"V",3811.9,"V",3809.0,"V",3801.7,"V",3800.0,"V",3800.0,"V",3817.0,"V",3813.0,"V",3813.0,"V",3810.1,"V",3801.8,"V",3800.0,"V",3800.0,"V",3800.0,"V",3797.9,"V",3791.5,"V",3787.2,"V",3787.0,"V",3787.0,"V",3786.1,"V",3822.4,"V"
8,"Barcelona",19,"Barcelona",43,997,2021,4,5,3813.6,"V",3813.0,"V",3813.0,"V",3811.7,"V",3805.8,"V",3800.5,"V",3800.0,"V",3799.9,"V",3796.4,"V",3789.2,"V",3787.2,"V",3787.0,"V",3787.0,"V",3810.9,"V",3826.0,"V",3825.5,"V",3822.0,"V",3814.0,"V",3813.0,"V",3813.0,"V",3810.4,"V",3802.8,"V",3800.1,"V",3800.0,"V"
8,"Barcelona",19,"Barcelona",43,997,2021,4,6,3800.0,"V",3799.6,"V",3795.9,"V",3790.2,"V",3787.8,"V",3787.0,"V",3807.7,"V",3813.0,"V",3810.4,"V",3800.7,"V",3800.0,"V",3799.2,"V",3792.2,"V",3787.2,"V",3787.0,"V",3808.2,"V",3813.0,"V",3812.5,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,996,2021,4,3,1178.7,"V",1181.0,"V",1188.3,"V",1191.6,"V",1191.8,"V",1191.7,"V",1193.4,"V",1201.4,"V",1187.3,"V",1190.9,"V",1192.5,"V",1202.0,"V",1204.7,"V",1205.0,"V",1210.3,"V",1217.3,"V",1217.7,"V",1172.0,"V",1178.7,"V",1178.7,"V",1178.6,"V",1179.2,"V",1185.2,"V",1190.3,"V"
8,"Barcelona",19,"Barcelona",43,996,2021,4,4,1191.8,"V",1191.6,"V",1191.6,"V",1191.9,"V",1192.8,"V",1195.8,"V",1203.2,"V",1204.8,"V",1204.9,"V",1187.9,"V",1191.7,"V",1191.6,"V",1194.7,"V",1202.9,"V",1204.8,"V",1204.7,"V",1204.7,"V",1206.9,"V",1213.3,"V",1217.6,"V",1217.8,"V",1217.7,"V",1218.8,"V",1182.4,"V"
8,"Barcelona",19,"Barcelona",43,996,2021,4,5,1191.0,"V",1191.5,"V",1191.7,"V",1192.9,"V",1199.0,"V",1204.2,"V",1204.6,"V",1204.8,"V",1208.2,"V",1215.5,"V",1217.6,"V",1217.7,"V",1217.8,"V",1194.0,"V",1178.7,"V",1179.1,"V",1182.8,"V",1190.8,"V",1191.8,"V",1191.7,"V",1194.4,"V",1201.9,"V",1204.6,"V",1204.6,"V"
8,"Barcelona",19,"Barcelona",43,996,2021,4,6,1204.8,"V",1205.1,"V",1208.9,"V",1214.6,"V",1217.0,"V",1217.6,"V",1197.1,"V",1191.7,"V",1194.3,"V",1204.0,"V",1204.7,"V",1205.6,"V",1212.5,"V",1217.6,"V",1217.7,"V",1196.5,"V",1191.7,"V",1192.1,"V","","N","","N","","N","","N","","N","","N"
8,"Barcelona",19,"Barcelona",43,998,2021,4,3,5004.6,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.8,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.8,"V",5004.6,"V",5004.8,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.6,"V",5004.7,"V",5004.8,"V",5004.7,"V"
8,"Barcelona",19,"Barcelona",43,998,2021,4,4,5004.8,"V",5004.6,"V",5004.6,"V",5004.7,"V",5004.7,"V",5004.8,"V",5004.9,"V",5004.8,"V",5004.9,"V",5004.9,"V",5004.7,"V",5004.6,"V",5004.8,"V",5004.7,"V",5004.8,"V",5004.7,"V",5004.7,"V",5004.8,"V",5004.7,"V",5004.8,"V",5004.8,"V",5004.7,"V",5004.9,"V",5004.7,"V"
8,"Barcelona",19,"Barcelona",43,998,2021,4,5,5004.6,"V",5004.5,"V",5004.7,"V",5004.5,"V",5004.8,"V",5004.7,"V",5004.6,"V",5004.7,"V",5004.6,"V",5004.7,"V",5004.7,"V",5004.7,"V",5004.8,"V",5004.9,"V",5004.7,"V",5004.6,"V",5004.8,"V",5004.8,"V",5004.8,"V",5004.7,"V",5004.8,"V",5004.7,"V",5004.7,"V",5004.6,"V"
