"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Estructura_domicili","Nombre"
2020,8,"Nou Barris",45,"Porta","Un home sol de 65 anys i més",367
2020,8,"Nou Barris",46,"el Turó de la Peira","Un home sol de 65 anys i més",219
2020,8,"Nou Barris",47,"Can Peguera","Un home sol de 65 anys i més",31
2020,8,"Nou Barris",48,"la Guineueta","Un home sol de 65 anys i més",233
2020,8,"Nou Barris",49,"Canyelles","Un home sol de 65 anys i més",115
2020,8,"Nou Barris",50,"les Roquetes","Un home sol de 65 anys i més",162
2020,8,"Nou Barris",51,"Verdun","Un home sol de 65 anys i més",188
2020,8,"Nou Barris",52,"la Prosperitat","Un home sol de 65 anys i més",444
2020,8,"Nou Barris",53,"la Trinitat Nova","Un home sol de 65 anys i més",118
2020,8,"Nou Barris",54,"Torre Baró","Un home sol de 65 anys i més",32
2020,8,"Nou Barris",55,"Ciutat Meridiana","Un home sol de 65 anys i més",96
2020,8,"Nou Barris",56,"Vallbona","Un home sol de 65 anys i més",10
2020,9,"Sant Andreu",57,"la Trinitat Vella","Un home sol de 65 anys i més",95
2020,9,"Sant Andreu",58,"Baró de Viver","Un home sol de 65 anys i més",47
2020,9,"Sant Andreu",59,"el Bon Pastor","Un home sol de 65 anys i més",118
2020,9,"Sant Andreu",60,"Sant Andreu","Un home sol de 65 anys i més",752
2020,9,"Sant Andreu",61,"la Sagrera","Un home sol de 65 anys i més",375
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Un home sol de 65 anys i més",204
2020,9,"Sant Andreu",63,"Navas","Un home sol de 65 anys i més",299
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Un home sol de 65 anys i més",547
2020,10,"Sant Martí",65,"el Clot","Un home sol de 65 anys i més",289
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Un home sol de 65 anys i més",224
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Un home sol de 65 anys i més",95
2020,10,"Sant Martí",68,"el Poblenou","Un home sol de 65 anys i més",373
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Un home sol de 65 anys i més",137
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Un home sol de 65 anys i més",291
2020,10,"Sant Martí",71,"Provençals del Poblenou","Un home sol de 65 anys i més",217
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Un home sol de 65 anys i més",352
2020,10,"Sant Martí",73,"la Verneda i la Pau","Un home sol de 65 anys i més",394
2020,1,"Ciutat Vella",1,"el Raval","Dues persones de 18 a 64 anys",2934
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dues persones de 18 a 64 anys",1337
2020,1,"Ciutat Vella",3,"la Barceloneta","Dues persones de 18 a 64 anys",1378
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dues persones de 18 a 64 anys",1974
2020,2,"Eixample",5,"el Fort Pienc","Dues persones de 18 a 64 anys",1710
2020,2,"Eixample",6,"la Sagrada Família","Dues persones de 18 a 64 anys",2975
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dues persones de 18 a 64 anys",2509
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dues persones de 18 a 64 anys",2532
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dues persones de 18 a 64 anys",3220
2020,2,"Eixample",10,"Sant Antoni","Dues persones de 18 a 64 anys",2252
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dues persones de 18 a 64 anys",2505
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dues persones de 18 a 64 anys",57
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dues persones de 18 a 64 anys",1411
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dues persones de 18 a 64 anys",575
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dues persones de 18 a 64 anys",1054
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dues persones de 18 a 64 anys",1056
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dues persones de 18 a 64 anys",1335
2020,3,"Sants-Montjuïc",18,"Sants","Dues persones de 18 a 64 anys",2413
2020,4,"Les Corts",19,"les Corts","Dues persones de 18 a 64 anys",2021
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dues persones de 18 a 64 anys",958
2020,4,"Les Corts",21,"Pedralbes","Dues persones de 18 a 64 anys",235
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dues persones de 18 a 64 anys",182
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dues persones de 18 a 64 anys",708
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dues persones de 18 a 64 anys",370
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dues persones de 18 a 64 anys",809
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dues persones de 18 a 64 anys",1731
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dues persones de 18 a 64 anys",1410
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dues persones de 18 a 64 anys",762
2020,6,"Gràcia",29,"el Coll","Dues persones de 18 a 64 anys",400
2020,6,"Gràcia",30,"la Salut","Dues persones de 18 a 64 anys",619
2020,6,"Gràcia",31,"la Vila de Gràcia","Dues persones de 18 a 64 anys",3641
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dues persones de 18 a 64 anys",1897
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dues persones de 18 a 64 anys",1421
2020,7,"Horta-Guinardó",34,"Can Baró","Dues persones de 18 a 64 anys",562
2020,7,"Horta-Guinardó",35,"el Guinardó","Dues persones de 18 a 64 anys",2058
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dues persones de 18 a 64 anys",413
2020,7,"Horta-Guinardó",37,"el Carmel","Dues persones de 18 a 64 anys",1614
2020,7,"Horta-Guinardó",38,"la Teixonera","Dues persones de 18 a 64 anys",631
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dues persones de 18 a 64 anys",345
2020,7,"Horta-Guinardó",40,"Montbau","Dues persones de 18 a 64 anys",270
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dues persones de 18 a 64 anys",267
2020,7,"Horta-Guinardó",42,"la Clota","Dues persones de 18 a 64 anys",37
2020,7,"Horta-Guinardó",43,"Horta","Dues persones de 18 a 64 anys",1185
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dues persones de 18 a 64 anys",1163
2020,8,"Nou Barris",45,"Porta","Dues persones de 18 a 64 anys",1182
2020,8,"Nou Barris",46,"el Turó de la Peira","Dues persones de 18 a 64 anys",725
2020,8,"Nou Barris",47,"Can Peguera","Dues persones de 18 a 64 anys",110
2020,8,"Nou Barris",48,"la Guineueta","Dues persones de 18 a 64 anys",570
2020,8,"Nou Barris",49,"Canyelles","Dues persones de 18 a 64 anys",279
2020,8,"Nou Barris",50,"les Roquetes","Dues persones de 18 a 64 anys",720
2020,8,"Nou Barris",51,"Verdun","Dues persones de 18 a 64 anys",585
2020,8,"Nou Barris",52,"la Prosperitat","Dues persones de 18 a 64 anys",1148
2020,8,"Nou Barris",53,"la Trinitat Nova","Dues persones de 18 a 64 anys",373
2020,8,"Nou Barris",54,"Torre Baró","Dues persones de 18 a 64 anys",125
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dues persones de 18 a 64 anys",366
2020,8,"Nou Barris",56,"Vallbona","Dues persones de 18 a 64 anys",70
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dues persones de 18 a 64 anys",394
2020,9,"Sant Andreu",58,"Baró de Viver","Dues persones de 18 a 64 anys",128
2020,9,"Sant Andreu",59,"el Bon Pastor","Dues persones de 18 a 64 anys",498
2020,9,"Sant Andreu",60,"Sant Andreu","Dues persones de 18 a 64 anys",3043
2020,9,"Sant Andreu",61,"la Sagrera","Dues persones de 18 a 64 anys",1407
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dues persones de 18 a 64 anys",763
2020,9,"Sant Andreu",63,"Navas","Dues persones de 18 a 64 anys",1062
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dues persones de 18 a 64 anys",2280
2020,10,"Sant Martí",65,"el Clot","Dues persones de 18 a 64 anys",1407
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dues persones de 18 a 64 anys",912
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dues persones de 18 a 64 anys",427
2020,10,"Sant Martí",68,"el Poblenou","Dues persones de 18 a 64 anys",1940
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dues persones de 18 a 64 anys",721
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dues persones de 18 a 64 anys",989
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dues persones de 18 a 64 anys",1193
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dues persones de 18 a 64 anys",1137
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dues persones de 18 a 64 anys",1188
2020,1,"Ciutat Vella",1,"el Raval","Dues persones de 65 anys i més",549
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dues persones de 65 anys i més",239
2020,1,"Ciutat Vella",3,"la Barceloneta","Dues persones de 65 anys i més",328
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dues persones de 65 anys i més",380
2020,2,"Eixample",5,"el Fort Pienc","Dues persones de 65 anys i més",1128
2020,2,"Eixample",6,"la Sagrada Família","Dues persones de 65 anys i més",1865
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dues persones de 65 anys i més",1318
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dues persones de 65 anys i més",1328
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dues persones de 65 anys i més",2320
2020,2,"Eixample",10,"Sant Antoni","Dues persones de 65 anys i més",1444
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dues persones de 65 anys i més",972
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dues persones de 65 anys i més",27
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dues persones de 65 anys i més",1034
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dues persones de 65 anys i més",384
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dues persones de 65 anys i més",514
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dues persones de 65 anys i més",791
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dues persones de 65 anys i més",985
2020,3,"Sants-Montjuïc",18,"Sants","Dues persones de 65 anys i més",1440
2020,4,"Les Corts",19,"les Corts","Dues persones de 65 anys i més",2148
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dues persones de 65 anys i més",1146
2020,4,"Les Corts",21,"Pedralbes","Dues persones de 65 anys i més",493
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dues persones de 65 anys i més",86
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dues persones de 65 anys i més",781
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dues persones de 65 anys i més",568
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dues persones de 65 anys i més",878
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dues persones de 65 anys i més",1595
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dues persones de 65 anys i més",1004
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dues persones de 65 anys i més",573
2020,6,"Gràcia",29,"el Coll","Dues persones de 65 anys i més",252
2020,6,"Gràcia",30,"la Salut","Dues persones de 65 anys i més",553
2020,6,"Gràcia",31,"la Vila de Gràcia","Dues persones de 65 anys i més",1364
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dues persones de 65 anys i més",1474
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dues persones de 65 anys i més",1055
2020,7,"Horta-Guinardó",34,"Can Baró","Dues persones de 65 anys i més",333
2020,7,"Horta-Guinardó",35,"el Guinardó","Dues persones de 65 anys i més",1440
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dues persones de 65 anys i més",443
2020,7,"Horta-Guinardó",37,"el Carmel","Dues persones de 65 anys i més",1388
2020,7,"Horta-Guinardó",38,"la Teixonera","Dues persones de 65 anys i més",482
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dues persones de 65 anys i més",337
2020,7,"Horta-Guinardó",40,"Montbau","Dues persones de 65 anys i més",196
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dues persones de 65 anys i més",294
2020,7,"Horta-Guinardó",42,"la Clota","Dues persones de 65 anys i més",9
2020,7,"Horta-Guinardó",43,"Horta","Dues persones de 65 anys i més",1231
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dues persones de 65 anys i més",1165
2020,8,"Nou Barris",45,"Porta","Dues persones de 65 anys i més",1200
2020,8,"Nou Barris",46,"el Turó de la Peira","Dues persones de 65 anys i més",518
2020,8,"Nou Barris",47,"Can Peguera","Dues persones de 65 anys i més",43
2020,8,"Nou Barris",48,"la Guineueta","Dues persones de 65 anys i més",879
2020,8,"Nou Barris",49,"Canyelles","Dues persones de 65 anys i més",388
2020,8,"Nou Barris",50,"les Roquetes","Dues persones de 65 anys i més",532
2020,8,"Nou Barris",51,"Verdun","Dues persones de 65 anys i més",501
2020,8,"Nou Barris",52,"la Prosperitat","Dues persones de 65 anys i més",1325
2020,8,"Nou Barris",53,"la Trinitat Nova","Dues persones de 65 anys i més",150
2020,8,"Nou Barris",54,"Torre Baró","Dues persones de 65 anys i més",36
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dues persones de 65 anys i més",360
2020,8,"Nou Barris",56,"Vallbona","Dues persones de 65 anys i més",21
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dues persones de 65 anys i més",273
2020,9,"Sant Andreu",58,"Baró de Viver","Dues persones de 65 anys i més",53
2020,9,"Sant Andreu",59,"el Bon Pastor","Dues persones de 65 anys i més",370
2020,9,"Sant Andreu",60,"Sant Andreu","Dues persones de 65 anys i més",2560
2020,9,"Sant Andreu",61,"la Sagrera","Dues persones de 65 anys i més",1384
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dues persones de 65 anys i més",514
2020,9,"Sant Andreu",63,"Navas","Dues persones de 65 anys i més",973
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dues persones de 65 anys i més",1619
2020,10,"Sant Martí",65,"el Clot","Dues persones de 65 anys i més",988
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dues persones de 65 anys i més",522
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dues persones de 65 anys i més",254
2020,10,"Sant Martí",68,"el Poblenou","Dues persones de 65 anys i més",884
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Dues persones de 65 anys i més",406
2020,10,"Sant Martí",70,"el Besòs i el Maresme","Dues persones de 65 anys i més",664
2020,10,"Sant Martí",71,"Provençals del Poblenou","Dues persones de 65 anys i més",671
2020,10,"Sant Martí",72,"Sant Martí de Provençals","Dues persones de 65 anys i més",1250
2020,10,"Sant Martí",73,"la Verneda i la Pau","Dues persones de 65 anys i més",1556
2020,1,"Ciutat Vella",1,"el Raval","Dues persones, una de 18-64 anys i l'altra de 65 i més",719
2020,1,"Ciutat Vella",2,"el Barri Gòtic","Dues persones, una de 18-64 anys i l'altra de 65 i més",275
2020,1,"Ciutat Vella",3,"la Barceloneta","Dues persones, una de 18-64 anys i l'altra de 65 i més",349
2020,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Dues persones, una de 18-64 anys i l'altra de 65 i més",424
2020,2,"Eixample",5,"el Fort Pienc","Dues persones, una de 18-64 anys i l'altra de 65 i més",705
2020,2,"Eixample",6,"la Sagrada Família","Dues persones, una de 18-64 anys i l'altra de 65 i més",1297
2020,2,"Eixample",7,"la Dreta de l'Eixample","Dues persones, una de 18-64 anys i l'altra de 65 i més",981
2020,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Dues persones, una de 18-64 anys i l'altra de 65 i més",1029
2020,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Dues persones, una de 18-64 anys i l'altra de 65 i més",1449
2020,2,"Eixample",10,"Sant Antoni","Dues persones, una de 18-64 anys i l'altra de 65 i més",896
2020,3,"Sants-Montjuïc",11,"el Poble Sec","Dues persones, una de 18-64 anys i l'altra de 65 i més",784
2020,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Dues persones, una de 18-64 anys i l'altra de 65 i més",31
2020,3,"Sants-Montjuïc",13,"la Marina de Port","Dues persones, una de 18-64 anys i l'altra de 65 i més",715
2020,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Dues persones, una de 18-64 anys i l'altra de 65 i més",265
2020,3,"Sants-Montjuïc",15,"Hostafrancs","Dues persones, una de 18-64 anys i l'altra de 65 i més",350
2020,3,"Sants-Montjuïc",16,"la Bordeta","Dues persones, una de 18-64 anys i l'altra de 65 i més",469
2020,3,"Sants-Montjuïc",17,"Sants - Badal","Dues persones, una de 18-64 anys i l'altra de 65 i més",609
2020,3,"Sants-Montjuïc",18,"Sants","Dues persones, una de 18-64 anys i l'altra de 65 i més",912
2020,4,"Les Corts",19,"les Corts","Dues persones, una de 18-64 anys i l'altra de 65 i més",1219
2020,4,"Les Corts",20,"la Maternitat i Sant Ramon","Dues persones, una de 18-64 anys i l'altra de 65 i més",643
2020,4,"Les Corts",21,"Pedralbes","Dues persones, una de 18-64 anys i l'altra de 65 i més",276
2020,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Dues persones, una de 18-64 anys i l'altra de 65 i més",74
2020,5,"Sarrià-Sant Gervasi",23,"Sarrià","Dues persones, una de 18-64 anys i l'altra de 65 i més",471
2020,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Dues persones, una de 18-64 anys i l'altra de 65 i més",308
2020,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Dues persones, una de 18-64 anys i l'altra de 65 i més",549
2020,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Dues persones, una de 18-64 anys i l'altra de 65 i més",1187
2020,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Dues persones, una de 18-64 anys i l'altra de 65 i més",667
2020,6,"Gràcia",28,"Vallcarca i els Penitents","Dues persones, una de 18-64 anys i l'altra de 65 i més",382
2020,6,"Gràcia",29,"el Coll","Dues persones, una de 18-64 anys i l'altra de 65 i més",174
2020,6,"Gràcia",30,"la Salut","Dues persones, una de 18-64 anys i l'altra de 65 i més",303
2020,6,"Gràcia",31,"la Vila de Gràcia","Dues persones, una de 18-64 anys i l'altra de 65 i més",1095
2020,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Dues persones, una de 18-64 anys i l'altra de 65 i més",839
2020,7,"Horta-Guinardó",33,"el Baix Guinardó","Dues persones, una de 18-64 anys i l'altra de 65 i més",660
2020,7,"Horta-Guinardó",34,"Can Baró","Dues persones, una de 18-64 anys i l'altra de 65 i més",226
2020,7,"Horta-Guinardó",35,"el Guinardó","Dues persones, una de 18-64 anys i l'altra de 65 i més",812
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","Dues persones, una de 18-64 anys i l'altra de 65 i més",194
2020,7,"Horta-Guinardó",37,"el Carmel","Dues persones, una de 18-64 anys i l'altra de 65 i més",725
2020,7,"Horta-Guinardó",38,"la Teixonera","Dues persones, una de 18-64 anys i l'altra de 65 i més",277
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Dues persones, una de 18-64 anys i l'altra de 65 i més",181
2020,7,"Horta-Guinardó",40,"Montbau","Dues persones, una de 18-64 anys i l'altra de 65 i més",139
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","Dues persones, una de 18-64 anys i l'altra de 65 i més",122
2020,7,"Horta-Guinardó",42,"la Clota","Dues persones, una de 18-64 anys i l'altra de 65 i més",9
2020,7,"Horta-Guinardó",43,"Horta","Dues persones, una de 18-64 anys i l'altra de 65 i més",601
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Dues persones, una de 18-64 anys i l'altra de 65 i més",626
2020,8,"Nou Barris",45,"Porta","Dues persones, una de 18-64 anys i l'altra de 65 i més",637
2020,8,"Nou Barris",46,"el Turó de la Peira","Dues persones, una de 18-64 anys i l'altra de 65 i més",404
2020,8,"Nou Barris",47,"Can Peguera","Dues persones, una de 18-64 anys i l'altra de 65 i més",87
2020,8,"Nou Barris",48,"la Guineueta","Dues persones, una de 18-64 anys i l'altra de 65 i més",398
2020,8,"Nou Barris",49,"Canyelles","Dues persones, una de 18-64 anys i l'altra de 65 i més",237
2020,8,"Nou Barris",50,"les Roquetes","Dues persones, una de 18-64 anys i l'altra de 65 i més",322
2020,8,"Nou Barris",51,"Verdun","Dues persones, una de 18-64 anys i l'altra de 65 i més",302
2020,8,"Nou Barris",52,"la Prosperitat","Dues persones, una de 18-64 anys i l'altra de 65 i més",608
2020,8,"Nou Barris",53,"la Trinitat Nova","Dues persones, una de 18-64 anys i l'altra de 65 i més",200
2020,8,"Nou Barris",54,"Torre Baró","Dues persones, una de 18-64 anys i l'altra de 65 i més",52
2020,8,"Nou Barris",55,"Ciutat Meridiana","Dues persones, una de 18-64 anys i l'altra de 65 i més",207
2020,8,"Nou Barris",56,"Vallbona","Dues persones, una de 18-64 anys i l'altra de 65 i més",35
2020,9,"Sant Andreu",57,"la Trinitat Vella","Dues persones, una de 18-64 anys i l'altra de 65 i més",164
2020,9,"Sant Andreu",58,"Baró de Viver","Dues persones, una de 18-64 anys i l'altra de 65 i més",65
2020,9,"Sant Andreu",59,"el Bon Pastor","Dues persones, una de 18-64 anys i l'altra de 65 i més",250
2020,9,"Sant Andreu",60,"Sant Andreu","Dues persones, una de 18-64 anys i l'altra de 65 i més",1343
2020,9,"Sant Andreu",61,"la Sagrera","Dues persones, una de 18-64 anys i l'altra de 65 i més",699
2020,9,"Sant Andreu",62,"el Congrés i els Indians","Dues persones, una de 18-64 anys i l'altra de 65 i més",370
2020,9,"Sant Andreu",63,"Navas","Dues persones, una de 18-64 anys i l'altra de 65 i més",510
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Dues persones, una de 18-64 anys i l'altra de 65 i més",888
2020,10,"Sant Martí",65,"el Clot","Dues persones, una de 18-64 anys i l'altra de 65 i més",627
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Dues persones, una de 18-64 anys i l'altra de 65 i més",334
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Dues persones, una de 18-64 anys i l'altra de 65 i més",152
2020,10,"Sant Martí",68,"el Poblenou","Dues persones, una de 18-64 anys i l'altra de 65 i més",594
